                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.0237,                 2.2856,                 1.1747,                      1,                0.71933,                0.98224,                0.85085,                0.54955,                 2.4333,                0.91159,                 0.0766,                 0.0026,                 0.0026
                      1,                0.89393,                0.98422,                 1.0246,                      1,                0.65828,                0.98431,                0.82601,                0.61252,                  2.229,                0.97727,                0.05195,              0.0049502,              0.0049502
